Name,Description,Primary database model,Secondary database models,DB-Engines Ranking Trend Chart,Website,Technical documentation,Developer,Initial release,Current release,License,License_info,Cloud-based only,DBaaS offerings (sponsored links),Implementation language,Server operating systems,Data scheme,Typing,XML support,Secondary indexes,SQL,APIs and other access methods,Supported programming languages,Server-side scripts,Triggers,Partitioning methods,Replication methods,MapReduce,Consistency concepts,Foreign keys,Transaction concepts,Concurrency,Durability,In-memory capabilities,User concepts
Actian Vector,,Relational DBMS,,"Score,0.69,Rank,#221,Overall,#101,Relational DBMS",www.actian.com/analytic-database/vector-analytic-database,,,,"Vector 5.0, July 2016",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Firebolt,Highly scalable cloud data warehouse and analytics product,Relational DBMS,,"Score,0.68,Rank,#222,Overall,#102,Relational DBMS",www.firebolt.io,docs.firebolt.io,Firebolt Analytics Inc.,2020.0,,commercial,,yes,,,hosted,yes,yes,,yes,yes,".Net,ODBC,RESTful HTTP API","Go,JavaScript (Node.js),Python",no,no,,depending on storage layer,,,,,,,,
RisingWave,"A distributed,RDBMS,for stream processing, wire-compatible with,PostgreSQL",Relational DBMS,,"Score,0.67,Rank,#223,Overall,#103,Relational DBMS",www.risingwave.com/database,docs.risingwave.com/docs/current/intro,RisingWave Labs,2022.0,"1.2, September 2023",Open Source,Apache Version 2.0,no,,Rust,"Docker,Linux,macOS",yes,Standard SQL-types and JSON,no,yes,yes,"JDBC,PostgreSQL wire protocol","Go,Java,JavaScript (Node.js),Python",UDFs in Python or Java,no,,,no,,no,no,,yes,yes,Users and Roles
CrateDB,Distributed Database based on Lucene,"Document store,Spatial DBMS,Search engine,Time Series DBMS,Vector DBMS",Relational DBMS,"Score,0.64,Rank,#224,Overall,#37,Document stores,#5,Spatial DBMS,#17,Search engines,#19,Time Series DBMS,#16,Vector DBMS",cratedb.com,cratedb.com/docs,Crate,2013.0,"5.8.1, August 2024",Open Source,,no,,Java,"All Operating Systems, including Kubernetes with CrateDB Kubernetes Operator support","Flexible Schema (defined schema, partial schema, schema free)",yes,no,yes,"yes, but no triggers and constraints, and PostgreSQL compatibility","ADO.NET,JDBC,ODBC,PostgreSQL wire protocol,Prometheus Remote Read/Write,RESTful HTTP API",".NET,Erlang,Go,Java,JavaScript (Node.js),Perl,PHP,Python,R,Ruby,Scala",user defined functions (Javascript),no,Sharding,Configurable replication on table/partition-level,no,"Eventual Consistency,Read-after-write consistency on record level",no,no,yes,yes,no,rights management via user accounts
Objectivity/DB,,Object oriented DBMS,,"Score,0.64,Rank,#225,Overall,#8,Object oriented DBMS",objectivity.com/products/objectivitydb,,,1990.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
BoltDB,"An embedded,key-value store,for Go.",Key-value store,,"Score,0.64,Rank,#226,Overall,#33,Key-value stores",github.com/boltdb/bolt,,,2013.0,,Open Source,MIT License,no,,Go,"BSD,Linux,OS X,Solaris,Windows",schema-free,no,no,no,no,,Go,no,no,none,none,no,none,no,yes,yes,yes,no,no
Sedna,,Native XML DBMS,,"Score,0.64,Rank,#227,Overall,#6,Native XML DBMS",sourceforge.net/projects/sedna,,,2006.0,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
Dolt,"A,MySQL,compatible,DBMS,with Git-like versioning of data and schema",Relational DBMS,Document store,"Score,0.63,Rank,#228,Overall,#104,Relational DBMS","github.com/­dolthub/­dolt,www.dolthub.com",docs.dolthub.com,DoltHub Inc,2018.0,,Open Source,Apache Version 2.0,no,,Go,"Linux,macOS,Windows",yes,yes,no,yes,yes,"CLI Client,HTTP REST","Ada,C,C#,C++,D,Delphi,Eiffel,Erlang,Haskell,Java,JavaScript (Node.js),Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl",yes,yes,none,A database can be cloned to multiple locations and be used there in isolation. Data/schema changes can be pushed/pulled explicitly between locations.,no,,yes,ACID,yes,yes,,"Only one user is configurable, and must be specified in the config file at startup"
Alibaba Cloud Log Service,"A complete real-time data logging service that supports collection, consumption, shipping, search, and analysis of logs.",Search engine,,"Score,0.63,Rank,#229,Overall,#18,Search engines",www.alibabacloud.com/­product/­log-service,www.alibabacloud.com/­help/­en/­sls,AlibabaCloud Inc.,2016.0,,commercial,,yes,,,hosted,schema-free,yes,no,yes,SQL for querying,HTTP REST,,no,yes,Sharding,3 replicas,ES-Hadoop Connector,Eventual Consistency,no,no,yes,yes,no,Alibaba Cloud user access control
RDF4J,"RDF4J is a Java framework for processing RDF data, supporting both memory-based and a disk-based storage.",RDF store,,"Score,0.61,Rank,#230,Overall,#9,RDF stores",rdf4j.org,rdf4j.org/documentation,"Since 2016 officially forked into an Eclipse project, former developer was Aduna Software.",2004.0,,Open Source,"Eclipse Distribution License (EDL), v1.0.",no,,Java,"Linux,OS X,Unix,Windows",yes,yes,,yes,no,"Java API,RIO,Sail API,SeRQL,Sesame REST HTTP Protocol,SPARQL","Java,PHP,Python",yes,yes,none,none,no,,,ACID,yes,yes,,no
1010data,,Relational DBMS,,"Score,0.60,Rank,#231,Overall,#105,Relational DBMS",www.1010data.com,,,2000.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
DBISAM,RDBMS mainly geared to Delphi and C++Builder application developers,Relational DBMS,,"Score,0.60,Rank,#232,Overall,#106,Relational DBMS",www.elevatesoft.com/products?category=dbisam,,"Elevate Software, Inc.",1998.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
FrontBase,,Relational DBMS,,"Score,0.60,Rank,#233,Overall,#107,Relational DBMS",www.frontbase.com,,,1993.0,"8.2.6, December 2015",commercial,free licenses,no,,,,,,,,,,,,,,,,,,,,,,
Graph Engine,"A distributed in-memory data processing engine, underpinned by a strongly-typed RAM store and a general distributed computation engine","Graph DBMS,Key-value store",,"Score,0.60,Rank,#234,Overall,#20,Graph DBMS,#34,Key-value stores",www.graphengine.io,www.graphengine.io/docs/manual,Microsoft,2010.0,,Open Source,MIT License,no,,.NET and C,.NET,yes,yes,no,,no,RESTful HTTP API,"C#,C++,F#,Visual Basic",yes,no,horizontal partitioning,,,,no,no,yes,optional: either by committing a write-ahead log (WAL) to the local persistent storage or by dumping the memory to a persistent storage,yes,
solidDB,,Relational DBMS,,"Score,0.60,Rank,#235,Overall,#108,Relational DBMS",teamblue.unicomsi.com/products/soliddb,,"Unicom Systems, Inc; IBM",1992.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
SQream DB,"a GPU-based, columnar RDBMS for big data analytics workloads",Relational DBMS,,"Score,0.59,Rank,#236,Overall,#109,Relational DBMS",sqream.com,docs.sqream.com,SQream Technologies,2017.0,"2022.1.6, December 2022",commercial,,no,,"C++, CUDA, Haskell, Java, Scala",Linux,yes,"yes, ANSI Standard SQL Types",,no,yes,".Net,JDBC,ODBC","C++,Java,JavaScript (Node.js),Python",user defined functions in Python,no,horizontal and vertical partitioning,none,no,Immediate Consistency,no,ACID,yes,yes,,
R:BASE,,Relational DBMS,,"Score,0.57,Rank,#237,Overall,#110,Relational DBMS",www.rbase.com,,,1981.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
TypeDB,"TypeDB provides developers with an expressive, customizable type system to manage their data using an award-winning query language, TypeQL, while building on a high-performance, distributed architecture.","Graph DBMS,Object oriented DBMS,Relational DBMS",,"Score,0.56,Rank,#238,Overall,#21,Graph DBMS,#9,Object oriented DBMS,#111,Relational DBMS",typedb.com,typedb.com/docs,TypeDB,2016.0,"3.4.4, 2025",Open Source,"GPL Version 3, commercial licenses available",no,,Rust,"Linux,OS X,Windows",yes,yes,no,yes,no,"gRPC protocol,TypeDB Console (shell),TypeDB Studio (IDE)","All JVM based languages,C,C++,Java,JavaScript (Node.js),Python,Rust",no,no,no,Synchronous replication via raft,no,Immediate Consistency,no,ACID,yes,yes,no,yes
Apache Pinot,"Realtime distributed OLAP datastore, designed to answer OLAP queries with low latency",Relational DBMS,,"Score,0.55,Rank,#239,Overall,#112,Relational DBMS",pinot.apache.org,docs.pinot.apache.org,Apache Software Foundation and contributors,2015.0,"1.0.0, September 2023",Open Source,Apache Version 2.0,no,,Java,All OS with a Java JDK11 or higher,yes,yes,,,SQL-like query language,JDBC,"Go,Java,Python",,,horizontal partitioning,,,,,,,,,
KairosDB,"Distributed Time Series DBMS based on Cassandra or,H2",Time Series DBMS,,"Score,0.54,Rank,#240,Overall,#20,Time Series DBMS",github.com/kairosdb/kairosdb,kairosdb.github.io,,2013.0,"1.2.2, November 2018",Open Source,Apache 2.0,no,,Java,"Linux,OS X,Windows",schema-free,yes,no,no,no,"Graphite protocol,HTTP REST,Telnet API","Java,JavaScript,PHP,Python",no,no,Sharding,selectable replication factor,no,"Eventual Consistency,Immediate Consistency",no,no,yes,yes,no,simple password-based access control
Splice Machine,"Open-Source SQL RDBMS for Operational and Analytical use cases with native Machine Learning, powered by Hadoop and Spark",Relational DBMS,,"Score,0.54,Rank,#241,Overall,#113,Relational DBMS",splicemachine.com,splicemachine.com/how-it-works,Splice Machine,2014.0,"3.1, March 2021",Open Source,"AGPL 3.0, commercial license available",no,,Java,"Linux,OS X,Solaris,Windows",yes,yes,,yes,yes,"JDBC,Native Spark Datasource,ODBC","C#,C++,Java,JavaScript (Node.js),Python,R,Scala",yes,yes,"Shared Nothhing Auto-Sharding, Columnar Partitioning","Multi-source replication,Source-replica replication","Yes, via Full Spark Integration",Immediate Consistency,yes,ACID,"yes, multi-version concurrency control (MVCC)",yes,yes,"Access rights for users, groups and roles according to SQL-standard"
ObjectDB,,Object oriented DBMS,,"Score,0.52,Rank,#242,Overall,#10,Object oriented DBMS",www.objectdb.com,,,2010.0,"2.9.0, June 2024",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Apache Sedona,"Apache Sedona extends,Apache Flink,and Apache Spark with a set of out-of-the-box distributed Spatial Datasets and Spatial SQL that efficiently load, process, and analyze large-scale spatial data across machines.",Spatial DBMS,,"Score,0.52,Rank,#243,Overall,#6,Spatial DBMS",sedona.apache.org,github.com/apache/sedona#documentation,Apache Software Foundation and contributors,2020.0,,Open Source,Apache Version 2.0,no,,,,,,,,,,,,,,,,,,,,,,
WebSphere eXtreme Scale,An elastic highly scalable in-memory data grid,Key-value store,,"Score,0.51,Rank,#244,Overall,#35,Key-value stores",www.ibm.com/products/ibm-websphere-extreme-scale,,,2009.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,yes,
Apache Doris,"An MPP-based analytics DBMS embracing the,MySQL,protocol",Relational DBMS,,"Score,0.51,Rank,#245,Overall,#114,Relational DBMS","doris.apache.org,github.com/apache/doris",github.com/apache/doris/wiki,"Apache Software Foundation, originally contributed from Baidu",2017.0,"1.2.2, February 2023",Open Source,Apache Version 2.0,no,,Java,Linux,yes,yes,no,yes,yes,"JDBC,MySQL client",Java,user defined functions,no,horizontal partitioning,none,no,Immediate Consistency,no,,yes,yes,no,fine grained access rights according to SQL-standard
ITTIA,Edge Time Series DBMS with Real-Time Stream Processing,Time Series DBMS,Relational DBMS,"Score,0.51,Rank,#246,Overall,#21,Time Series DBMS",www.ittia.com,,ITTIA L.L.C.,2007.0,8.7,commercial,,no,,C and C++,"Linux,Windows",Fixed schema,Float/Blob/Integer/String/Unicode/Date/Time/Timestamp/Interval,no,yes,yes,"JDBC,ODBC,RESTful HTTP API,WebSocket","C,C++,JavaScript (Node.js),Python",yes,no,,yes,no,,yes,yes,"yes, multi-version concurrency control (MVCC)",yes,yes,Database file passwords
NexusDB,,Relational DBMS,,"Score,0.50,Rank,#247,Overall,#115,Relational DBMS",www.nexusdb.com,,,2003.0,"4.50.26, February 2021",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Dragonfly,"A drop-in,Redis,replacement that scales vertically to support millions of operations per second and terabyte sized workloads, all on a single instance",Key-value store,,"Score,0.50,Rank,#248,Overall,#36,Key-value stores","github.com/dragonflydb/dragonfly,www.dragonflydb.io",www.dragonflydb.io/docs,DragonflyDB team and community contributors,2023.0,"1.0, March 2023",Open Source,BSL 1.1,no,,C++,Linux,scheme-free,"strings, hashes, lists, sets, sorted sets, bit arrays",no,no,no,Proprietary protocol,"C,C#,C++,Clojure,D,Dart,Elixir,Erlang,Go,Haskell,Java,JavaScript (Node.js),Lisp,Lua,Objective-C,Perl,PHP,Python,R,Ruby,Rust,Scala,Swift,Tcl",Lua,publish/subscribe channels provide some trigger functionality,,Source-replica replication,no,Eventual Consistency,no,Atomic execution of command blocks and scripts,"yes, strict serializability by the server",yes,yes,Password-based authentication
Harper,"Harper fuses database, cache, messaging, and application functions into a single process, delivering web performance, simplicity, and resilience unmatched by multi-technology stacks.",Document store,,"Score,0.49,Rank,#249,Overall,#38,Document stores",www.harpersystems.dev,docs.harperdb.io/docs,HarperDB,2017.0,"3.1, August 2021",commercial,free community edition available,no,,Node.js,"Linux,OS X",dynamic schema,yes,no,yes,SQL-like data manipulation statements,"JDBC,ODBC,React Hooks,RESTful HTTP/JSON API,WebSocket",".Net,C,C#,C++,ColdFusion,D,Dart,Delphi,Erlang,Go,Haskell,Java,JavaScript (Node.js),Lisp,MatLab,Objective C,Perl,PHP,PowerShell,Prolog,Python,R,Ruby,Rust,Scala,Swift",Custom Functions,no,A table resides as a whole on one (or more) nodes in a cluster,yes,no,Immediate Consistency,no,Atomic execution of specific operations,yes,"yes, using,LMDB",yes,Access rights for users and roles
Percona Server for MongoDB,A drop-in replacement for MongoDB Community Edition with enterprise-grade features.,Document store,,"Score,0.49,Rank,#250,Overall,#39,Document stores",www.percona.com/mongodb/software/percona-server-for-mongodb,docs.percona.com/percona-distribution-for-mongodb,Percona,2015.0,"3.4.10-2.10, November 2017",Open Source,GPL Version 2,no,,C++,Linux,schema-free,yes,no,yes,no,proprietary protocol using JSON,"Actionscript,C,C#,C++,Clojure,ColdFusion,D,Dart,Delphi,Erlang,Go,Groovy,Haskell,Java,JavaScript,Lisp,Lua,MatLab,Perl,PHP,PowerShell,Prolog,Python,R,Ruby,Scala,Smalltalk",JavaScript,no,Sharding,Source-replica replication,yes,"Eventual Consistency,Immediate Consistency",no,no,yes,yes,yes,Access rights for users and roles
MapDB,,Key-value store,,"Score,0.47,Rank,#251,Overall,#37,Key-value stores",mapdb.org,,,2002.0,,Open Source,Apache Version 2,no,,Java,,,,,,,,,,,,,,,,,,,,
CnosDB,"An open source distributed,Time Series DBMS,with high performance, high compression rate and high ease of use",Time Series DBMS,,"Score,0.47,Rank,#252,Overall,#22,Time Series DBMS","github.com/cnosdb/cnosdb,www.cnosdb.com",docs.cnosdb.com,,2022.0,"2.2.0, February 2023",Open Source,AGPL 3.0,no,,,"Linux,macOS",,,,,,,,,,,,,,,,,,,
atoti,"An in-memory,DBMS,combining transactional and analytical processing to handle the aggregation of ever-changing data.",Object oriented DBMS,,"Score,0.46,Rank,#253,Overall,#11,Object oriented DBMS",atoti.io,docs.atoti.io,ActiveViam,,,commercial,free versions available,no,,Java,,,,,,Multidimensional Expressions (MDX),,,Python,,"Sharding, horizontal partitioning",,no,,,,"yes, multi-version concurrency control (MVCC)",,yes,
VistaDB,,Relational DBMS,,"Score,0.46,Rank,#254,Overall,#116,Relational DBMS",vistadb.com,,Gibraltar Software,2008.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Deep Lake,Deep Lake is a vector DBMS optimized for deep-learning and Large Language Model (LLM) based applications.,Vector DBMS,,"Score,0.44,Rank,#255,Overall,#17,Vector DBMS","github.com/­activeloopai/­deeplake,www.activeloop.ai",docs.activeloop.ai,Activeloop,,,Open Source,MPL-2.0 license,no,,,,,,,,,,,,,,,,,,,,,,
Kingbase,"An enterprise-class,RDBMS,compatible with PostgreSQL and Oracle and widely used in China.",Relational DBMS,"Document store,Spatial DBMS","Score,0.43,Rank,#256,Overall,#117,Relational DBMS",www.kingbase.com.cn,,BeiJing KINGBASE Information technologies inc.,1999.0,"V8.0, August 2021",commercial,,no,,C and Java,"Linux,Windows",yes,yes,yes,yes,Standard with numerous extensions,"ADO.NET,gokb,JDBC,kdbndp,ODBC,PDI,PDO,Pro*C,psycopg2,QT",".Net,C,C++,Go,Java,JavaScript (Node.js),Perl,PHP,Python",user defined functions,yes,"horizontal partitioning (by range, list and hash) and vertical partitioning",yes,no,Immediate Consistency,yes,ACID,yes,yes,,fine grained access rights according to SQL-standard
Scalaris,,Key-value store,,"Score,0.43,Rank,#257,Overall,#38,Key-value stores",scalaris.zib.de,,,2010.0,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
Kinetica,Fully vectorized database across both GPUs and CPUs,Relational DBMS,"Spatial DBMS,Time Series DBMS","Score,0.43,Rank,#258,Overall,#118,Relational DBMS",www.kinetica.com,docs.kinetica.com,Kinetica,2012.0,"7.1, August 2021",commercial,,no,,"C, C++",Linux,yes,yes,no,yes,SQL-like DML and DDL statements,"JDBC,ODBC,RESTful HTTP API","C++,Java,JavaScript (Node.js),Python",user defined functions,yes,Sharding,Source-replica replication,no,Immediate Consistency or Eventual Consistency depending on configuration,yes,no,yes,yes,yes,Access rights for users and roles on table level
RaptorDB,,Document store,,"Score,0.42,Rank,#259,Overall,#40,Document stores",github.com/mgholam/RaptorDB-Document,www.codeproject.com/Articles/375413/RaptorDB-The-Document-Store-2,,,,Open Source,Apache Version 2,no,,C#,,,,,,,,,,,,,,,,,,,,
YDB,"A distributed fault-tolerant database service, with high availability, scalability, immediate consistency and ACID transactions and providing an,Amazon DynamoDB,compatible API","Document store,Relational DBMS",,"Score,0.42,Rank,#260,Overall,#41,Document stores,#119,Relational DBMS","github.com/ydb-platform/ydb,ydb.tech",ydb.tech/en/docs,Yandex,2019.0,,Open Source,Apache 2.0; commercial license available,no,,,Linux,"Flexible Schema (defined schema, partial schema, schema free)",yes,no,yes,SQL-like query language (YQL),RESTful HTTP API (DynamoDB compatible),"Go,Java,JavaScript (Node.js),PHP,Python",no,,Sharding,Active-passive shard replication,no,Immediate Consistency,no,ACID,yes,yes,no,Access rights defined for Yandex Cloud users
SQL.JS,"Port of,SQLite,to JavaScript",Relational DBMS,,"Score,0.42,Rank,#261,Overall,#120,Relational DBMS",sql.js.org,sql.js.org/documentation/index.html,Alon Zakai,2012.0,,Open Source,,no,,JavaScript,"server-less, requires a JavaScript environment (browser, Node.js)",yes,yes,no,,yes,JavaScript API,JavaScript,no,no,none,none,no,none,yes,ACID,,no,yes,no
ScaleArc,"A layer on top of standard MySQL, SQL Server or Oracle instances for data distribution and sharding",Relational DBMS,,"Score,0.41,Rank,#262,Overall,#121,Relational DBMS",ignitetech.com/softwarelibrary/scalearc,scalearc.support.ignitetech.com,Ignite,2009.0,,commercial,limited edition free,no,,,,,,,,,,,,,,,,,,,,,,
